"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff"
"Acacia kempeana",1,0,0,6.59e+12,-24.24846479,24.24846479,0,2,"Acacia kempeana","Acacia kempeana","Wikispecies",0.988,2,TRUE
"Acacia kirkii",1,0,0,9.13e+12,3.778323,3.778323,0,0,"Acacia kirkii","Acacia kirkii","Encyclopedia of Life",0.988,2,TRUE
"Acacia koa",1,2,85081230499,16858731371,20.26898313,20.26898313,0,0,"Acacia koa","Acacia koa","Wikispecies",0.988,2,TRUE
"Acacia koaia",1,1,7.94e+12,NA,NA,NA,0,0,"Acacia koaia","Acacia koaia","Wikispecies",0.988,2,TRUE
"Acacia kraussiana",1,0,0,4.05e+12,-20.70674879,20.70674879,0,0,"Acacia kraussiana","Acacia kraussiana","Encyclopedia of Life",0.988,2,TRUE
"Acacia lachnophylla",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia lachnophylla","Acacia lachnophylla","Wikispecies",0.988,2,TRUE
"Acacia latescens",1,0,0,1.35e+12,-19.41428342,19.41428342,0,0,"Acacia latescens","Acacia latescens","Wikispecies",0.988,2,TRUE
"Acacia latifolia",1,0,0,5.61e+12,-23.16077529,23.16077529,0,1,"Acacia latifolia","Acacia latifolia","Wikispecies",0.988,2,TRUE
"Acacia leiocalyx",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia leiocalyx","Acacia leiocalyx","Wikispecies",0.988,2,TRUE
"Acacia lenticularis",1,0,0,4.52e+12,25.01082755,25.01082755,0,2,"Acacia lenticularis","Acacia lenticularis","Encyclopedia of Life",0.988,2,TRUE
"Acacia leptocarpa",1,0,0,8.61e+12,-8.24270205,8.24270205,0,0,"Acacia leptocarpa","Acacia leptocarpa","Wikispecies",0.988,2,TRUE
"Acacia leptoneura",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia leptoneura","Acacia leptoneura","Wikispecies",0.988,2,TRUE
"Acacia leucoclada",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia leucoclada","Acacia leucoclada","Wikispecies",0.988,2,TRUE
"Acacia leucophloea",1,1,2055545262,9.85e+12,9.61704594,9.61704594,0,7,"Acacia leucophloea","Acacia leucophloea","Freebase",0.988,2,TRUE
"Acacia ligulata",1,0,0,7.62e+12,-25.55398159,25.55398159,0,1,"Acacia ligulata","Acacia ligulata","Wikispecies",0.988,2,TRUE
"Acacia linarioides",1,0,0,1.35e+12,-19.41428342,19.41428342,0,0,"Acacia linarioides","Acacia linarioides","Wikispecies",0.988,2,TRUE
"Acacia linearifolia",1,2,2.68e+11,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia linearifolia","Acacia linearifolia","Wikispecies",0.988,2,TRUE
"Acacia lineata",1,0,0,3.74e+12,-27.68672637,27.68672637,0,1,"Acacia lineata","Acacia lineata","Wikispecies",0.988,2,TRUE
"Acacia linifolia",1,2,2.25e+12,9.33e+11,-19.72942261,19.72942261,0,0,"Acacia linifolia","Acacia linifolia","Wikispecies",0.988,2,TRUE
"Acacia loderi",0,0,0,2.01e+12,-31.74043124,31.74043124,0,0,"Acacia loderi","Acacia loderi","Wikispecies",0.988,2,TRUE
"Acacia longifolia",1,20,2.05e+13,3.81e+12,-34.81475557,34.81475557,0,1,"Acacia longifolia","Acacia longifolia","Wikispecies",0.988,2,TRUE
"Acacia longispicata",1,2,1.61e+11,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia longispicata","Acacia longispicata","Wikispecies",0.988,2,TRUE
"Acacia longissima",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia longissima","Acacia longissima","Wikispecies",0.988,2,TRUE
"Acacia luederitzii",1,0,0,6e+12,-22.13217901,22.13217901,0,0,"Acacia luederitzii","Acacia luederitzii","Encyclopedia of Life",0.988,2,TRUE
"Acacia lunata",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia lunata","Acacia lunata","Wikispecies",0.988,2,TRUE
"Acacia lysiphloia",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia lysiphloia","Acacia lysiphloia","Wikispecies",0.988,2,TRUE
"Acacia maconochieana",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia maconochieana","Acacia maconochieana","Wikispecies",0.988,2,TRUE
"Acacia macracantha",1,3,7.09e+11,9.22e+12,10.95431915,10.95431915,0,0,"Acacia macracantha","Acacia macracantha","Encyclopedia of Life",0.988,2,TRUE
"Acacia macrostachya",0,0,0,8.43e+12,14.16433158,14.16433158,0,0,"Acacia macrostachya","Acacia macrostachya","Encyclopedia of Life",0.988,2,TRUE
"Acacia mangium",1,7,5.7e+11,4.72e+12,-6.73971578,6.73971578,0,3,"Acacia mangium","Acacia mangium","Wikispecies",0.988,2,TRUE
"Acacia martii",1,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Acacia martii","Acacia martii","Encyclopedia of Life",0.988,2,TRUE
"Acacia mearnsii",1,34,1.78e+13,6.75e+12,-25.13916559,25.13916559,0,5,"Acacia mearnsii","Acacia mearnsii","Wikispecies",0.988,2,TRUE
"Acacia melanoxylon",1,26,1.71e+13,6.34e+12,-34.37437305,34.37437305,0,4,"Acacia melanoxylon","Acacia melanoxylon","Wikispecies",0.988,2,TRUE
"Acacia melleodora",1,0,0,6.59e+12,-24.24846479,24.24846479,0,0,"Acacia melleodora","Acacia melleodora","Wikispecies",0.988,2,TRUE
"Acacia mellifera",1,4,8.62e+12,1.92e+13,3.14839667,3.14839667,0,0,"Acacia mellifera","Acacia mellifera","Freebase",0.988,2,TRUE
"Acacia microbotrya",1,1,1.89e+11,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia microbotrya","Acacia microbotrya","Wikispecies",0.988,2,TRUE
"Acacia mimula",1,0,0,1.35e+12,-19.41428342,19.41428342,0,0,"Acacia mimula","Acacia mimula","Wikispecies",0.988,2,TRUE
"Acacia modesta",1,0,0,5.44e+12,22.67013251,22.67013251,0,3,"Acacia modesta","Acacia modesta","Encyclopedia of Life",0.988,2,TRUE
"Acacia monticola",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia monticola","Acacia monticola","Wikispecies",0.988,2,TRUE
"Acacia montigena",1,0,0,6.14e+12,-2.31575104,2.31575104,0,0,"Acacia montigena","Acacia montigena","Encyclopedia of Life",0.988,2,TRUE
"Acacia mooreana",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia mooreana","Acacia mooreana","Wikispecies",0.988,2,TRUE
"Acacia mucronata",1,2,2.68e+11,1.1e+12,-37.59703205,37.59703205,0,0,"Acacia mucronata","Acacia mucronata","Wikispecies",0.988,2,TRUE
"Acacia multisiliqua",1,0,0,5.61e+12,-23.16077529,23.16077529,0,1,"Acacia multisiliqua","Acacia multisiliqua","Wikispecies",0.988,2,TRUE
"Acacia mutabilis",1,0,0,3.51e+12,-26.80243548,26.80243548,0,0,"Acacia mutabilis","Acacia mutabilis","Wikispecies",0.988,2,TRUE
"Acacia myrtifolia",1,1,1.3e+11,6.34e+12,-34.37260051,34.37260051,0,1,"Acacia myrtifolia","Acacia myrtifolia","Wikispecies",0.988,2,TRUE
"Acacia nanodealbata",1,0,0,2.28e+11,-36.85746645,36.85746645,0,0,"Acacia nanodealbata","Acacia nanodealbata","Wikispecies",0.988,2,TRUE
"Acacia nebrownii",1,0,0,4.44e+12,-23.50241383,23.50241383,0,0,"Acacia nebrownii","Acacia nebrownii","Encyclopedia of Life",0.988,2,TRUE
"Acacia negrii",1,0,0,1.13e+12,8.62614058,8.62614058,0,0,"Acacia negrii","Acacia negrii","Encyclopedia of Life",0.988,2,TRUE
"Acacia neriifolia",1,4,2.94e+12,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia neriifolia","Acacia neriifolia","Wikispecies",0.988,2,TRUE
"Acacia nervosa",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia nervosa","Acacia nervosa","Wikispecies",0.988,2,TRUE
"Acacia neurocarpa",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia neurocarpa","Acacia neurocarpa","Wikispecies",0.988,2,TRUE
"Acacia nigrescens",1,0,0,7.06e+12,-20.7672165,20.7672165,0,0,"Acacia nigrescens","Acacia nigrescens","Encyclopedia of Life",0.988,2,TRUE
"Acacia nigricans",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia nigricans","Acacia nigricans","Wikispecies",0.988,2,TRUE
"Acacia nilotica",1,21,4.86e+12,3.07e+13,17.54782283,17.54782283,0,6,"Acacia nilotica","Acacia nilotica","Freebase",0.988,2,TRUE
"Acacia notabilis",1,1,1.89e+11,2.01e+12,-31.74043124,31.74043124,0,0,"Acacia notabilis","Acacia notabilis","Wikispecies",0.988,2,TRUE
"Acacia obliquinervea",1,1,1.53e+11,NA,NA,NA,0,1,"Acacia obliquinervea","Acacia obliquinervea","uBio NameBank",0.988,2,TRUE
"Acacia oerfota",1,0,0,1.16e+13,20.28361335,20.28361335,0,2,"Acacia oerfota","Acacia oerfota","Freebase",0.988,2,TRUE
"Acacia olgana",1,0,0,4.86e+12,-24.83278022,24.83278022,0,0,"Acacia olgana","Acacia olgana","Wikispecies",0.988,2,TRUE
"Acacia omalophylla",1,3,1.01e+12,2.76e+12,-26.80239184,26.80239184,0,2,"Acacia omalophylla","Acacia omalophylla","National Center for Biotechnology Information",0.988,2,TRUE
"Acacia oncinocarpa",1,0,0,1.35e+12,-19.41428342,19.41428342,0,0,"Acacia oncinocarpa","Acacia oncinocarpa","Wikispecies",0.988,2,TRUE
"Acacia oshanesii",1,0,0,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia oshanesii","Acacia oshanesii","Wikispecies",0.988,2,TRUE
"Acacia oswaldii",1,0,0,7.62e+12,-25.55398159,25.55398159,0,2,"Acacia oswaldii","Acacia oswaldii","Wikispecies",0.988,2,TRUE
"Acacia oxycedrus",1,1,1.89e+11,2.01e+12,-31.74043124,31.74043124,0,1,"Acacia oxycedrus","Acacia oxycedrus","Wikispecies",0.988,2,TRUE
"Acacia papyrocarpa",1,0,0,3.51e+12,-26.80243548,26.80243548,0,0,"Acacia papyrocarpa","Acacia papyrocarpa","Wikispecies",0.988,2,TRUE
"Acacia paradoxa",1,8,4.29e+12,6.27e+12,-26.80596132,26.80596132,0,2,"Acacia paradoxa","Acacia paradoxa","Wikispecies",0.988,2,TRUE
"Acacia parvipinnula",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia parvipinnula","Acacia parvipinnula","Wikispecies",0.988,2,TRUE
"Acacia patagiata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia patagiata","Acacia patagiata","Wikispecies",0.988,2,TRUE
"Acacia pellita",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia pellita","Acacia pellita","Wikispecies",0.988,2,TRUE
"Acacia pendula",1,1,2.67e+12,3.74e+12,-27.68672637,27.68672637,0,1,"Acacia pendula","Acacia pendula","Wikispecies",0.988,2,TRUE
"Acacia pennata",1,0,0,1.05e+13,19.31121046,19.31121046,0,4,"Acacia pennata","Acacia pennata","Encyclopedia of Life",0.988,2,TRUE
"Acacia pennatula",1,1,2645044536,4.62e+12,12.08791594,12.08791594,0,0,"Acacia pennatula","Acacia pennatula","Encyclopedia of Life",0.988,2,TRUE
"Acacia pentadenia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Acacia pentadenia","Acacia pentadenia","Wikispecies",0.988,2,TRUE
"Acacia pentagona",0,0,0,1.33e+13,0.15659481,0.15659481,0,0,"Acacia pentagona","Acacia pentagona","Encyclopedia of Life",0.988,2,TRUE
"Acacia permixta",1,0,0,3.06e+12,-22.24326179,22.24326179,0,0,"Acacia permixta","Acacia permixta","Freebase",0.988,2,TRUE
"Acacia planifrons",1,0,0,1.51e+12,13.13088727,13.13088727,0,2,"Acacia planifrons","Acacia planifrons","Encyclopedia of Life",0.988,2,TRUE
"Acacia platycarpa",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia platycarpa","Acacia platycarpa","Wikispecies",0.988,2,TRUE
"Acacia plectocarpa",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia plectocarpa","Acacia plectocarpa","Wikispecies",0.988,2,TRUE
"Acacia podalyriifolia",1,13,2.26e+13,6.17e+12,-11.17061857,11.17061857,0,1,"Acacia podalyriifolia","Acacia podalyriifolia","Wikispecies",0.988,2,TRUE
"Acacia polyacantha",1,8,25819574428,2.29e+13,7.27375193,7.27375193,0,2,"Acacia polyacantha","Acacia polyacantha","Freebase",0.988,2,TRUE
"Acacia polybotrya",1,1,2.12e+12,2.66e+12,-16.5401345,16.5401345,0,1,"Acacia polybotrya","Acacia polybotrya","Wikispecies",0.988,2,TRUE
"Acacia polystachya",1,2,19647135431,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia polystachya","Acacia polystachya","Wikispecies",0.988,2,TRUE
"Acacia prasinata",1,0,0,1.13e+12,8.62614058,8.62614058,0,0,"Acacia prasinata","Acacia prasinata","Freebase",0.988,2,TRUE
"Acacia pravissima",1,0,0,1.03e+12,-33.25653662,33.25653662,0,1,"Acacia pravissima","Acacia pravissima","Wikispecies",0.988,2,TRUE
"Acacia prominens",1,3,5.87e+11,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia prominens","Acacia prominens","Wikispecies",0.988,2,TRUE
"Acacia pteridifolia",0,0,0,NA,NA,NA,0,0,"Acacia pteridifolia","Acacia pteridifolia","Encyclopedia of Life",0.988,2,TRUE
"Acacia pubescens",1,0,0,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia pubescens","Acacia pubescens","Wikispecies",0.988,2,TRUE
"Acacia pulchella",1,3,3.98e+11,2.53e+12,-25.46607155,25.46607155,0,1,"Acacia pulchella","Acacia pulchella","Wikispecies",0.988,2,TRUE
"Acacia pycnantha",1,13,9.77e+12,4.54e+12,-28.33979238,28.33979238,0,4,"Acacia pycnantha","Acacia pycnantha","Wikispecies",0.988,2,TRUE
"Acacia pyrifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Acacia pyrifolia","Acacia pyrifolia","Wikispecies",0.988,2,TRUE
"Acacia redolens",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Acacia redolens","Acacia redolens","Wikispecies",0.988,2,TRUE
"Acacia reficiens",1,0,0,7.14e+12,-3.33862735,3.33862735,0,0,"Acacia reficiens","Acacia reficiens","Encyclopedia of Life",0.988,2,TRUE
"Acacia rehmanniana",1,0,0,4.39e+12,-21.60644316,21.60644316,0,0,"Acacia rehmanniana","Acacia rehmanniana","Encyclopedia of Life",0.988,2,TRUE
"Acacia restiacea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia restiacea","Acacia restiacea","Wikispecies",0.988,2,TRUE
"Acacia retinodes",1,17,8.82e+12,1.28e+12,-36.69836819,36.69836819,0,1,"Acacia retinodes","Acacia retinodes","Wikispecies",0.988,2,TRUE
"Acacia richii",1,0,0,NA,NA,NA,0,2,"Acacia richii","Acacia richii","Wikispecies",0.988,2,TRUE
"Acacia rigens",1,0,0,6.27e+12,-26.80241625,26.80241625,0,1,"Acacia rigens","Acacia rigens","Wikispecies",0.988,2,TRUE
"Acacia robusta",1,1,1.3e+11,8.77e+12,-11.88120425,11.88120425,0,1,"Acacia robusta","Acacia robusta","Encyclopedia of Life",0.988,2,TRUE
"Acacia rossei",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia rossei","Acacia rossei","Wikispecies",0.988,2,TRUE
"Acacia rostellifera",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia rostellifera","Acacia rostellifera","Wikispecies",0.988,2,TRUE
"Acacia rothii",1,0,0,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia rothii","Acacia rothii","Wikispecies",0.988,2,TRUE
"Acacia rovumae",1,0,0,3.54e+12,-9.1089338,9.1089338,0,1,"Acacia rovumae","Acacia rovumae","Wikispecies",0.988,2,TRUE
"Acacia rubida",1,2,2.68e+11,2.76e+12,-26.81043334,26.81043334,0,2,"Acacia rubida","Acacia rubida","Wikispecies",0.988,2,TRUE
"Acacia rugata",0,1,355625704.1,NA,NA,NA,0,0,"Acacia rugata","Acacia rugata","Encyclopedia of Life",0.988,2,TRUE
"Acacia sakalava",0,0,0,5.93e+11,-19.37352737,19.37352737,0,1,"Acacia sakalava","Acacia sakalava","National Center for Biotechnology Information",0.988,2,TRUE
"Acacia salicina",1,1,1.89e+11,5.09e+12,-25.5974629,25.5974629,0,1,"Acacia salicina","Acacia salicina","Wikispecies",0.988,2,TRUE
"Acacia saligna",1,21,2.03e+13,6.27e+12,-26.80241625,26.80241625,0,6,"Acacia saligna","Acacia saligna","Wikispecies",0.988,2,TRUE
"Acacia schaffneri",1,0,0,2.64e+12,27.72393219,27.72393219,0,0,"Acacia schaffneri","Acacia schaffneri","Freebase",0.988,2,TRUE
"Acacia schottii",1,0,0,7.51e+11,25.31401375,25.31401375,0,0,"Acacia schottii","Acacia schottii","Encyclopedia of Life",0.988,2,TRUE
"Acacia schweinfurthii",0,0,0,8.74e+12,-8.71366216,8.71366216,0,0,"Acacia schweinfurthii","Acacia schweinfurthii","Encyclopedia of Life",0.988,2,TRUE
"Acacia sclerosperma",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia sclerosperma","Acacia sclerosperma","Wikispecies",0.988,2,TRUE
"Acacia senegal",1,3,9.43e+12,2.72e+13,12.45705244,12.45705244,0,7,"Acacia senegal","Acacia senegal","Freebase",0.988,2,TRUE
"Acacia seyal",1,3,3.61e+12,1.79e+13,16.45877917,16.45877917,0,5,"Acacia seyal","Acacia seyal","Freebase",0.988,2,TRUE
"Acacia shirleyi",1,0,0,3.08e+12,-21.20529859,21.20529859,0,2,"Acacia shirleyi","Acacia shirleyi","Wikispecies",0.988,2,TRUE
"Acacia silvestris",1,2,2.68e+11,1.03e+12,-33.25127933,33.25127933,0,2,"Acacia silvestris","Acacia silvestris","Wikispecies",0.988,2,TRUE
"Acacia simsii",1,0,0,6.01e+12,-7.72736948,7.72736948,0,0,"Acacia simsii","Acacia simsii","Wikispecies",0.988,2,TRUE
"Acacia sinuata",1,5,43527378787,8.38e+12,20.82357038,20.82357038,0,3,"Acacia sinuata","Acacia sinuata","National Center for Biotechnology Information",0.988,2,TRUE
"Acacia sparsiflora",1,0,0,2.53e+12,-25.79163463,25.79163463,0,2,"Acacia sparsiflora","Acacia sparsiflora","Wikispecies",0.988,2,TRUE
"Acacia spathulifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia spathulifolia","Acacia spathulifolia","Wikispecies",0.988,2,TRUE
"Acacia spectabilis",1,2,2.41e+12,2.66e+12,-16.5401345,16.5401345,0,1,"Acacia spectabilis","Acacia spectabilis","Wikispecies",0.988,2,TRUE
"Acacia spinescens",1,1,1.89e+11,1.21e+12,-31.4539516,31.4539516,0,0,"Acacia spinescens","Acacia spinescens","Wikispecies",0.988,2,TRUE
"Acacia spinosissima",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia spinosissima","Acacia spinosissima","Wikispecies",0.988,2,TRUE
"Acacia squamata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia squamata","Acacia squamata","Wikispecies",0.988,2,TRUE
"Acacia stenophylla",1,1,1.89e+11,7.62e+12,-25.55398159,25.55398159,0,1,"Acacia stenophylla","Acacia stenophylla","Wikispecies",0.988,2,TRUE
"Acacia stenoptera",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia stenoptera","Acacia stenoptera","Wikispecies",0.988,2,TRUE
"Acacia stipuligera",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia stipuligera","Acacia stipuligera","Wikispecies",0.988,2,TRUE
"Acacia stricta",1,3,2.36e+12,3.94e+12,-25.63938184,25.63938184,0,1,"Acacia stricta","Acacia stricta","Wikispecies",0.988,2,TRUE
"Acacia stuhlmannii",1,0,0,6.93e+12,-11.68388966,11.68388966,0,0,"Acacia stuhlmannii","Acacia stuhlmannii","Encyclopedia of Life",0.988,2,TRUE
"Acacia suaveolens",1,1,2.12e+12,3.94e+12,-25.63938184,25.63938184,0,1,"Acacia suaveolens","Acacia suaveolens","Wikispecies",0.988,2,TRUE
"Acacia subcaerulea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia subcaerulea","Acacia subcaerulea","Wikispecies",0.988,2,TRUE
"Acacia sulcata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia sulcata","Acacia sulcata","Wikispecies",0.988,2,TRUE
"Acacia swazica",1,0,0,3.47e+12,-21.47861499,21.47861499,0,0,"Acacia swazica","Acacia swazica","Encyclopedia of Life",0.988,2,TRUE
"Acacia teniana",1,0,0,8.64e+11,28.17015284,28.17015284,0,0,"Acacia teniana","Acacia teniana","Encyclopedia of Life",0.988,2,TRUE
"Acacia tenuispina",1,0,0,3.25e+12,-23.83428126,23.83428126,0,0,"Acacia tenuispina","Acacia tenuispina","Encyclopedia of Life",0.988,2,TRUE
"Acacia tenuissima",1,0,0,6.59e+12,-24.24846479,24.24846479,0,1,"Acacia tenuissima","Acacia tenuissima","Wikispecies",0.988,2,TRUE
"Acacia tephrina",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Acacia tephrina","Acacia tephrina","Wikispecies",0.988,2,TRUE
"Acacia terminalis",1,1,3.19e+11,1.1e+12,-37.59703205,37.59703205,0,1,"Acacia terminalis","Acacia terminalis","Wikispecies",0.988,2,TRUE
"Acacia tetragonocarpa",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia tetragonocarpa","Acacia tetragonocarpa","Wikispecies",0.988,2,TRUE
"Acacia tetragonophylla",1,0,0,7.39e+12,-25.1628483,25.1628483,0,2,"Acacia tetragonophylla","Acacia tetragonophylla","Wikispecies",0.988,2,TRUE
"Acacia thomsonii",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia thomsonii","Acacia thomsonii","Wikispecies",0.988,2,TRUE
"Acacia tomentosa",1,0,0,6.48e+12,7.27707362,7.27707362,0,1,"Acacia tomentosa","Acacia tomentosa","Encyclopedia of Life",0.988,2,TRUE
"Acacia tortilis",1,4,3.35e+12,2.52e+13,7.84844836,7.84844836,0,7,"Acacia tortilis","Acacia tortilis","Freebase",0.988,2,TRUE
"Acacia torulosa",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Acacia torulosa","Acacia torulosa","Wikispecies",0.988,2,TRUE
"Acacia trachycarpa",1,0,0,2.53e+12,-25.46607155,25.46607155,0,2,"Acacia trachycarpa","Acacia trachycarpa","Wikispecies",0.988,2,TRUE
"Acacia trachyphloia",1,0,0,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia trachyphloia","Acacia trachyphloia","Wikispecies",0.988,2,TRUE
"Acacia translucens",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia translucens","Acacia translucens","Wikispecies",0.988,2,TRUE
"Acacia trineura",1,0,0,2.01e+12,-31.74043124,31.74043124,0,0,"Acacia trineura","Acacia trineura","Wikispecies",0.988,2,TRUE
"Acacia triptera",1,0,0,2.76e+12,-26.80239184,26.80239184,0,0,"Acacia triptera","Acacia triptera","Wikispecies",0.988,2,TRUE
"Acacia tumida",1,0,0,3.88e+12,-23.4204532,23.4204532,0,3,"Acacia tumida","Acacia tumida","Wikispecies",0.988,2,TRUE
"Acacia ulicifolia",1,0,0,2.83e+12,-34.37660906,34.37660906,0,0,"Acacia ulicifolia","Acacia ulicifolia","Wikispecies",0.988,2,TRUE
"Acacia umbellata",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Acacia umbellata","Acacia umbellata","Wikispecies",0.988,2,TRUE
"Acacia uncifera",1,0,0,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia uncifera","Acacia uncifera","Wikispecies",0.988,2,TRUE
"Acacia urophylla",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia urophylla","Acacia urophylla","Wikispecies",0.988,2,TRUE
"Acacia velutina",0,0,0,3.18e+12,-29.30640004,29.30640004,0,0,"Acacia velutina","Acacia velutina","Encyclopedia of Life",0.988,2,TRUE
"Acacia verniciflua",1,0,0,3.81e+12,-34.81740116,34.81740116,0,1,"Acacia verniciflua","Acacia verniciflua","Wikispecies",0.988,2,TRUE
"Acacia verticillata",1,6,2.28e+12,2.08e+12,-36.84160801,36.84160801,0,1,"Acacia verticillata","Acacia verticillata","Wikispecies",0.988,2,TRUE
"Acacia vestita",1,2,8.52e+12,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia vestita","Acacia vestita","Wikispecies",0.988,2,TRUE
"Acacia victoriae",1,0,0,7.62e+12,-25.55398159,25.55398159,0,3,"Acacia victoriae","Acacia victoriae","Wikispecies",0.988,2,TRUE
"Acacia villosa",1,0,0,1.02e+13,21.42779902,21.42779902,0,0,"Acacia villosa","Acacia villosa","National Center for Biotechnology Information",0.988,2,TRUE
"Acacia visco",1,1,2.67e+12,2.78e+12,-35.37667204,35.37667204,0,0,"Acacia visco","Acacia visco","Freebase",0.988,2,TRUE
"Acacia volubilis",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia volubilis","Acacia volubilis","Wikispecies",0.988,2,TRUE
"Acacia welwitschii",1,0,0,5.21e+12,-18.41585635,18.41585635,0,0,"Acacia welwitschii","Acacia welwitschii","Encyclopedia of Life",0.988,2,TRUE
"Acacia wilhelmiana",1,0,0,2.01e+12,-31.74043124,31.74043124,0,0,"Acacia wilhelmiana","Acacia wilhelmiana","Wikispecies",0.988,2,TRUE
"Acacia willdenowiana",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia willdenowiana","Acacia willdenowiana","Wikispecies",0.988,2,TRUE
"Acacia xanthophloea",1,0,0,6.14e+12,-11.66992496,11.66992496,0,0,"Acacia xanthophloea","Acacia xanthophloea","Freebase",0.988,2,TRUE
"Acacia yirrkallensis",1,0,0,1.35e+12,-19.41428342,19.41428342,0,0,"Acacia yirrkallensis","Acacia yirrkallensis","Wikispecies",0.988,2,TRUE
"Acacia zanzibarica",1,0,0,3.29e+12,-0.1662568,0.1662568,0,0,"Acacia zanzibarica","Acacia zanzibarica","Encyclopedia of Life",0.988,2,TRUE
"Acmispon brachycarpus",1,0,0,1.99e+12,38.7071346,38.7071346,1,0,"Acmispon brachycarpus","Acmispon brachycarpus","Wikispecies",0.988,2,TRUE
"Acmispon maritimus",1,0,0,9.89e+11,37.02692903,37.02692903,1,0,"Acmispon maritimus","Acmispon maritimus","Wikispecies",0.988,2,TRUE
